,Kingdom,Phylum,Class,Order,Family,Genus
ASV_V3V402443,Bacteria,Planctomycetes,Phycisphaerae,MSBL9,SG8-4,
ASV_V3V402445,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,Reinekea
ASV_V3V402447,Bacteria,Halanaerobiaeota,Halanaerobiia,Halanaerobiales,Halobacteroidaceae,Orenia
ASV_V3V402451,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Fonticella
ASV_V3V402452,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Cellulosilyticum
ASV_V3V402453,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,
ASV_V3V402454,Bacteria,Chloroflexi,Anaerolineae,SBR1031,,
ASV_V3V402455,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,,
ASV_V3V402456,Bacteria,Chloroflexi,Anaerolineae,MSB-5B2,,
ASV_V3V402457,Bacteria,Acidobacteria,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup_23
ASV_V3V402458,Bacteria,Chloroflexi,Dehalococcoidia,MSBL5,,
ASV_V3V402459,Bacteria,Gemmatimonadetes,BD2-11_terrestrial_group,,,
ASV_V3V402460,Bacteria,Proteobacteria,Alphaproteobacteria,,,
ASV_V3V402461,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidetes_BD2-2,
ASV_V3V402462,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfarculales,Desulfarculaceae,Desulfatiglans
ASV_V3V402463,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella
ASV_V3V402464,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,Marinicella
ASV_V3V402465,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Marivivens
ASV_V3V402466,Bacteria,Proteobacteria,Deltaproteobacteria,NB1-j,,
ASV_V3V402467,Bacteria,Halanaerobiaeota,Halanaerobiia,Halanaerobiales,Halobacteroidaceae,
ASV_V3V402468,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinilabiliaceae,
ASV_V3V402474,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Microscillaceae,
ASV_V3V402475,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,
ASV_V3V402477,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,KF-JG30-B3,
ASV_V3V402479,Bacteria,Planctomycetes,,,,
ASV_V3V402480,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_3,Sporosalibacterium
ASV_V3V402481,Bacteria,Patescibacteria,ABY1,,,
ASV_V3V402482,Bacteria,Chloroflexi,Anaerolineae,SBR1031,,
ASV_V3V402484,Bacteria,Proteobacteria,Gammaproteobacteria,,,
ASV_V3V402490,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Cryomorphaceae,
ASV_V3V402491,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,ADurb.Bin120
ASV_V3V402492,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,
ASV_V3V402496,Bacteria,Acidobacteria,Subgroup_21,,,
ASV_V3V402498,Bacteria,Chloroflexi,Anaerolineae,,,
ASV_V3V402500,Bacteria,Nitrospirae,Thermodesulfovibrionia,,,
ASV_V3V402503,Bacteria,Proteobacteria,Gammaproteobacteria,,,
ASV_V3V402511,Bacteria,Acidobacteria,Subgroup_18,,,
ASV_V3V402512,Bacteria,Acidobacteria,Subgroup_17,,,
ASV_V3V402518,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,
ASV_V3V402520,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Sva0081_sediment_group
ASV_V3V402522,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,
ASV_V3V402525,Bacteria,Proteobacteria,Gammaproteobacteria,,,
ASV_V3V402526,Bacteria,Chloroflexi,Anaerolineae,SBR1031,,
ASV_V3V402530,Bacteria,Nitrospirae,Thermodesulfovibrionia,,,
ASV_V3V402533,Bacteria,Halanaerobiaeota,Halanaerobiia,Halanaerobiales,Halanaerobiaceae,Halanaerobium
ASV_V3V402536,Bacteria,Acidobacteria,Aminicenantia,Aminicenantales,,
ASV_V3V402538,Bacteria,Proteobacteria,Gammaproteobacteria,Ectothiorhodospirales,Thioalkalispiraceae,Thiohalophilus
ASV_V3V402539,Bacteria,Proteobacteria,Gammaproteobacteria,Ectothiorhodospirales,Thioalkalispiraceae,Thiohalophilus
ASV_V3V402540,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,
ASV_V3V402545,Bacteria,Kiritimatiellaeota,Kiritimatiellae,WCHB1-41,,
ASV_V3V402548,Bacteria,Gemmatimonadetes,BD2-11_terrestrial_group,,,
ASV_V3V402549,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta_2
ASV_V3V402550,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta_2
ASV_V3V402551,Bacteria,Chloroflexi,Dehalococcoidia,GIF3,,
ASV_V3V402552,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae,
ASV_V3V402553,Bacteria,Chloroflexi,Anaerolineae,SBR1031,,
ASV_V3V402555,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,
ASV_V3V402556,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,Fulvivirga
ASV_V3V402557,Bacteria,Chloroflexi,Anaerolineae,SBR1031,,
ASV_V3V402559,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,
ASV_V3V402561,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pir4_lineage
ASV_V3V402562,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,,
ASV_V3V402563,Bacteria,Proteobacteria,Alphaproteobacteria,,,
ASV_V3V402566,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidetes_BD2-2,
ASV_V3V402567,Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,,
ASV_V3V402568,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aestuariivivens
ASV_V3V402569,Bacteria,Gemmatimonadetes,PAUC43f_marine_benthic_group,,,
ASV_V3V402571,Bacteria,Chloroflexi,Dehalococcoidia,MSBL5,,
ASV_V3V402574,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinilabiliaceae,
ASV_V3V402582,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Sva0081_sediment_group
ASV_V3V402583,Bacteria,Proteobacteria,Gammaproteobacteria,Ectothiorhodospirales,Thioalkalispiraceae,Thiohalophilus
ASV_V3V402584,Bacteria,Nitrospirae,Thermodesulfovibrionia,,,
ASV_V3V402585,Bacteria,Planctomycetes,Phycisphaerae,MSBL9,SG8-4,
ASV_V3V402587,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,ML635J-40_aquatic_group,
ASV_V3V402595,Bacteria,Cyanobacteria,Oxyphotobacteria,Phormidesmiales,Nodosilineaceae,Halomicronema_TFEP1
ASV_V3V402596,Bacteria,Proteobacteria,Gammaproteobacteria,,,
ASV_V3V402599,Bacteria,Proteobacteria,Alphaproteobacteria,,,
ASV_V3V402600,Bacteria,Rokubacteria,NC10,Methylomirabilales,Methylomirabilaceae,wb1-A12
ASV_V3V402601,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,
ASV_V3V402602,Bacteria,Acidobacteria,Aminicenantia,Aminicenantales,,
ASV_V3V402603,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta_2
ASV_V3V402605,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta_2
ASV_V3V402606,Bacteria,Chloroflexi,Anaerolineae,SBR1031,,
ASV_V3V402608,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Salinimicrobium
ASV_V3V402615,Bacteria,Chloroflexi,Anaerolineae,,,
ASV_V3V402616,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinilabiliaceae,
ASV_V3V402617,Bacteria,Latescibacteria,,,,
ASV_V3V402618,Bacteria,,,,,
ASV_V3V402620,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfobulbus
ASV_V3V402621,Bacteria,Bacteroidetes,Rhodothermia,Balneolales,Balneolaceae,Aliifodinibius
ASV_V3V402622,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,SB-5,
ASV_V3V402632,Bacteria,Acidobacteria,Aminicenantia,Aminicenantales,,
ASV_V3V402633,Bacteria,Zixibacteria,,,,
ASV_V3V402634,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,
ASV_V3V402635,Bacteria,,,,,
ASV_V3V402637,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,
ASV_V3V402638,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,
ASV_V3V402642,Bacteria,Acidobacteria,Acidobacteriia,Solibacterales,Solibacteraceae_(Subgroup_3),PAUC26f
ASV_V3V402644,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto_8
ASV_V3V402649,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,
ASV_V3V402655,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,,
ASV_V3V402656,Bacteria,Chloroflexi,Dehalococcoidia,S085,,
ASV_V3V402657,Bacteria,Bacteroidetes,Rhodothermia,Balneolales,Balneolaceae,Aliifodinibius
ASV_V3V402658,Bacteria,Poribacteria,,,,
ASV_V3V402660,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,
ASV_V3V402662,Bacteria,Halanaerobiaeota,Halanaerobiia,Halanaerobiales,Halanaerobiaceae,Halanaerobium
ASV_V3V402663,Bacteria,Chloroflexi,Dehalococcoidia,GIF9,AB-539-J10,SCGC-AB-539-J10
ASV_V3V402664,Bacteria,Acidobacteria,Aminicenantia,Aminicenantales,,
ASV_V3V402666,Bacteria,Bacteroidetes,Ignavibacteria,Ignavibacteriales,Ignavibacteriaceae,Ignavibacterium
ASV_V3V402670,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta_2
ASV_V3V402671,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Catenococcus
ASV_V3V402676,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Anaerolinea
ASV_V3V402681,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,
ASV_V3V402685,Bacteria,Proteobacteria,Gammaproteobacteria,Tenderiales,Tenderiaceae,Candidatus_Tenderia
ASV_V3V402688,Bacteria,Planctomycetes,Phycisphaerae,Pla1_lineage,,
ASV_V3V402691,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Thiovulaceae,Sulfurimonas
ASV_V3V402692,Bacteria,Proteobacteria,Gammaproteobacteria,Acidithiobacillales,Acidithiobacillaceae,RCP1-48
ASV_V3V402693,Bacteria,Proteobacteria,Gammaproteobacteria,Ectothiorhodospirales,Thioalkalispiraceae,
ASV_V3V402694,Bacteria,Gemmatimonadetes,BD2-11_terrestrial_group,,,
ASV_V3V402695,Bacteria,Chloroflexi,Anaerolineae,SBR1031,,
ASV_V3V402696,Bacteria,Proteobacteria,Gammaproteobacteria,Ectothiorhodospirales,Thioalkalispiraceae,Thioalkalispira
ASV_V3V402697,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinilabiliaceae,
ASV_V3V402699,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,
ASV_V3V402701,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Oleiagrimonas
ASV_V3V402702,Bacteria,Nitrospirae,Thermodesulfovibrionia,,,
ASV_V3V402704,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,
ASV_V3V402707,Bacteria,Aegiribacteria,,,,
ASV_V3V402708,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,AKAU3564_sediment_group,
ASV_V3V402709,Bacteria,Entotheonellaeota,Entotheonellia,Entotheonellales,Entotheonellaceae,
ASV_V3V402711,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfarculales,Desulfarculaceae,Desulfatiglans
ASV_V3V402712,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,
ASV_V3V402713,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,bacteriap25,
ASV_V3V402723,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,
ASV_V3V402724,Bacteria,Acidobacteria,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup_23
ASV_V3V402725,Bacteria,Latescibacteria,Latescibacteria,Latescibacterales,Latescibacteraceae,
ASV_V3V402726,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,
ASV_V3V402727,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,
ASV_V3V402728,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Sva0081_sediment_group
ASV_V3V402731,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter
ASV_V3V402732,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Rubrivivax
ASV_V3V402735,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidetes_BD2-2,
ASV_V3V402737,Bacteria,Chloroflexi,Dehalococcoidia,vadinBA26,,
ASV_V3V402738,Bacteria,Acidobacteria,Aminicenantia,Aminicenantales,,
ASV_V3V402741,Bacteria,Proteobacteria,Gammaproteobacteria,Ectothiorhodospirales,Ectothiorhodospiraceae,Halofilum
ASV_V3V402743,Bacteria,Chloroflexi,Dehalococcoidia,SAR202_clade,,
ASV_V3V402744,Bacteria,,,,,
ASV_V3V402745,Bacteria,Proteobacteria,Gammaproteobacteria,,,
ASV_V3V402752,Bacteria,Acidobacteria,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup_23
ASV_V3V402753,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XII,Fusibacter
ASV_V3V402754,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,
ASV_V3V402755,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,,
ASV_V3V402756,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,
ASV_V3V402759,Bacteria,Proteobacteria,Gammaproteobacteria,KI89A_clade,,
ASV_V3V402760,Bacteria,Chloroflexi,Anaerolineae,,,
ASV_V3V402771,Bacteria,Dadabacteria,Dadabacteriia,Dadabacteriales,,
ASV_V3V402775,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,
ASV_V3V402781,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodovibrionales,Kiloniellaceae,Pelagibius
ASV_V3V402784,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,Sulfuriflexus
ASV_V3V402790,Bacteria,Patescibacteria,Gracilibacteria,,,
ASV_V3V402792,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Marinobacteraceae,Marinobacter
ASV_V3V402795,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,
ASV_V3V402802,Bacteria,Halanaerobiaeota,Halanaerobiia,Halanaerobiales,Halobacteroidaceae,Orenia
ASV_V3V402805,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidetes_BD2-2,
ASV_V3V402806,Bacteria,Acidobacteria,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup_23
ASV_V3V402807,Bacteria,Proteobacteria,Gammaproteobacteria,Ectothiorhodospirales,Thioalkalispiraceae,
ASV_V3V402813,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,
ASV_V3V402823,Bacteria,Chloroflexi,Dehalococcoidia,Napoli-4B-65,,
ASV_V3V402825,Bacteria,Calditrichaeota,Calditrichia,Calditrichales,Calditrichaceae,Calorithrix
ASV_V3V402828,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseobacter
ASV_V3V402830,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Sedimenticolaceae,
ASV_V3V402839,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta_2
ASV_V3V402841,Bacteria,Proteobacteria,Gammaproteobacteria,Ectothiorhodospirales,,
ASV_V3V402843,Bacteria,Acidobacteria,Acidobacteriia,Subgroup_2,,
ASV_V3V402844,Bacteria,Acidobacteria,Subgroup_22,,,
ASV_V3V402845,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfarculales,Desulfarculaceae,Desulfatiglans
ASV_V3V402847,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio
ASV_V3V402848,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,MSBL7
ASV_V3V402853,Bacteria,Kiritimatiellaeota,Kiritimatiellae,WCHB1-41,,
ASV_V3V402859,Bacteria,Chloroflexi,Anaerolineae,,,
ASV_V3V402860,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,Magnetovibrio
ASV_V3V402861,Bacteria,Proteobacteria,Deltaproteobacteria,,,
ASV_V3V402862,Bacteria,Planctomycetes,Phycisphaerae,mle1-8,,
ASV_V3V402863,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfurivibrio
ASV_V3V402864,Bacteria,Actinobacteria,Acidimicrobiia,Actinomarinales,,
ASV_V3V402865,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola
ASV_V3V402867,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Marinobacteraceae,Marinobacter
ASV_V3V402872,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,,
ASV_V3V402877,Bacteria,Chloroflexi,Anaerolineae,SBR1031,,
ASV_V3V402881,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Idiomarina
ASV_V3V402882,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Thiovulaceae,Sulfurimonas
ASV_V3V402884,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,Wenzhouxiangella
ASV_V3V402885,Bacteria,Nitrospirae,Thermodesulfovibrionia,,,
ASV_V3V402887,Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,Ardenticatenaceae,Ardenticatena
ASV_V3V402888,Bacteria,Chloroflexi,Anaerolineae,SBR1031,,
ASV_V3V402890,Bacteria,Modulibacteria,Moduliflexia,Moduliflexales,Moduliflexaceae,
ASV_V3V402894,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Cellulosilyticum
ASV_V3V402899,Bacteria,Patescibacteria,Parcubacteria,Candidatus_Yanofskybacteria,,
ASV_V3V402900,Bacteria,Gemmatimonadetes,BD2-11_terrestrial_group,,,
ASV_V3V402901,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,NS11-12_marine_group,
ASV_V3V402903,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,
ASV_V3V402904,Bacteria,Proteobacteria,Gammaproteobacteria,Ectothiorhodospirales,Ectothiorhodospiraceae,Thiohalomonas
ASV_V3V402905,Bacteria,Proteobacteria,Gammaproteobacteria,,,
ASV_V3V402912,Bacteria,TA06,,,,
ASV_V3V402914,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,Magnetospira
ASV_V3V402919,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptoclostridium
ASV_V3V402920,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,
ASV_V3V402923,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,
ASV_V3V402932,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,,
ASV_V3V402936,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,Reinekea
ASV_V3V402938,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,
ASV_V3V402947,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,P3OB-42,
ASV_V3V402949,Bacteria,Planctomycetes,Phycisphaerae,CCM11a,,
ASV_V3V402950,Bacteria,Halanaerobiaeota,Halanaerobiia,Halanaerobiales,Halobacteroidaceae,Orenia
ASV_V3V402953,Bacteria,Proteobacteria,Gammaproteobacteria,Ectothiorhodospirales,Ectothiorhodospiraceae,Thiogranum
ASV_V3V402955,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,
ASV_V3V402957,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidetes_VC2.1_Bac22,,
ASV_V3V402958,Bacteria,Proteobacteria,Gammaproteobacteria,Tenderiales,Tenderiaceae,Candidatus_Tenderia
ASV_V3V402964,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium
ASV_V3V402967,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinilabiliaceae,Anaerophaga
ASV_V3V402972,Bacteria,Proteobacteria,Gammaproteobacteria,,,
ASV_V3V402974,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Parahaliea
ASV_V3V402978,Bacteria,Patescibacteria,Microgenomatia,Candidatus_Woesebacteria,,
ASV_V3V402980,Bacteria,Bacteroidetes,Rhodothermia,Rhodothermales,Rhodothermaceae,
ASV_V3V402982,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,Wenzhouxiangella
ASV_V3V402991,Bacteria,Planctomycetes,Phycisphaerae,Pla1_lineage,,
ASV_V3V402992,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,NS11-12_marine_group,
ASV_V3V402995,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Cellulosilyticum
ASV_V3V402996,Bacteria,Lentisphaerae,Oligosphaeria,Oligosphaerales,Lenti-02,
ASV_V3V403005,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,SEEP-SRB1
ASV_V3V403007,Bacteria,Proteobacteria,Deltaproteobacteria,NB1-j,,
ASV_V3V403008,Bacteria,Acidobacteria,Subgroup_21,,,
ASV_V3V403014,Bacteria,Atribacteria,JS1,,,
ASV_V3V403015,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,MSBL7
ASV_V3V403018,Bacteria,Cyanobacteria,Oxyphotobacteria,Thermosynechococcales,Thermosynechococcaceae,Synechococcus_IR11
ASV_V3V403019,Bacteria,Proteobacteria,Alphaproteobacteria,,,
ASV_V3V403021,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,
ASV_V3V403025,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XII,Fusibacter
ASV_V3V403026,Bacteria,Patescibacteria,ABY1,Candidatus_Uhrbacteria,,
ASV_V3V403027,Bacteria,Chloroflexi,Dehalococcoidia,S085,,
ASV_V3V403032,Bacteria,Planctomycetes,OM190,,,
ASV_V3V403033,Bacteria,Chloroflexi,Anaerolineae,SBR1031,,
ASV_V3V403034,Bacteria,Halanaerobiaeota,Halanaerobiia,Halanaerobiales,Halobacteroidaceae,Orenia
ASV_V3V403035,Bacteria,Planctomycetes,Pla4_lineage,,,
ASV_V3V403043,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia
ASV_V3V403044,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Gallionellaceae,Sideroxydans
ASV_V3V403048,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,
ASV_V3V403049,Bacteria,Patescibacteria,Parcubacteria,,,
ASV_V3V403052,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Halioglobus
ASV_V3V403053,Bacteria,Acidobacteria,Acidobacteriia,Solibacterales,Solibacteraceae_(Subgroup_3),
ASV_V3V403054,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,
ASV_V3V403058,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,
ASV_V3V403059,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,,
ASV_V3V403067,Bacteria,Lentisphaerae,Oligosphaeria,SS1-B-02-17,,
ASV_V3V403072,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
ASV_V3V403073,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,
ASV_V3V403074,Bacteria,Acidobacteria,Aminicenantia,Aminicenantales,,
ASV_V3V403076,Bacteria,Acidobacteria,Subgroup_9,,,
ASV_V3V403080,Bacteria,Proteobacteria,Gammaproteobacteria,Acidiferrobacterales,Acidiferrobacteraceae,
ASV_V3V403083,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,SEEP-SRB1
ASV_V3V403090,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,
ASV_V3V403091,Bacteria,Latescibacteria,Latescibacteria,Latescibacterales,Latescibacteraceae,
ASV_V3V403093,Bacteria,Proteobacteria,Gammaproteobacteria,,,
ASV_V3V403094,Bacteria,Latescibacteria,Latescibacteria,Latescibacterales,Latescibacteraceae,
ASV_V3V403099,Bacteria,Zixibacteria,,,,
ASV_V3V403100,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,
ASV_V3V403106,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,
ASV_V3V403107,Bacteria,Proteobacteria,Deltaproteobacteria,NKB15,,
ASV_V3V403108,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,VHS-B3-70,
ASV_V3V403110,Bacteria,Halanaerobiaeota,Halanaerobiia,Halanaerobiales,Halobacteroidaceae,
ASV_V3V403116,Bacteria,Kiritimatiellaeota,Kiritimatiellae,WCHB1-41,,
ASV_V3V403121,Bacteria,Patescibacteria,ABY1,Candidatus_Kerfeldbacteria,,
ASV_V3V403125,Bacteria,Proteobacteria,Alphaproteobacteria,,,
ASV_V3V403126,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,
